NAME                                                                          VERSION                                      TYPE         
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.19.0                                      go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace                             v1.4.1                                       go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.14.0                                      go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.19.0                                      go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracegrpc               v1.4.1                                       go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.14.0                                      go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.19.0                                      go-module     
go.opentelemetry.io/otel/exporters/otlp/otlptrace/otlptracehttp               v1.4.1                                       go-module     
go.opentelemetry.io/otel/internal/metric                                      v0.27.0                                      go-module     
go.opentelemetry.io/otel/metric                                               v0.27.0                                      go-module     
go.opentelemetry.io/otel/metric                                               v0.37.0                                      go-module     
go.opentelemetry.io/otel/metric                                               v1.19.0                                      go-module     
go.opentelemetry.io/otel/sdk                                                  v1.14.0                                      go-module     
go.opentelemetry.io/otel/sdk                                                  v1.19.0                                      go-module     
go.opentelemetry.io/otel/sdk                                                  v1.4.1                                       go-module     
go.opentelemetry.io/otel/trace                                                v1.14.0                                      go-module     
go.opentelemetry.io/otel/trace                                                v1.19.0                                      go-module     
go.opentelemetry.io/otel/trace                                                v1.4.1                                       go-module     
go.opentelemetry.io/proto/otlp                                                v0.12.0                                      go-module     
go.opentelemetry.io/proto/otlp                                                v0.19.0                                      go-module     
go.opentelemetry.io/proto/otlp                                                v1.0.0                                       go-module     
go.uber.org/atomic                                                            v1.9.0                                       go-module     
go.uber.org/multierr                                                          v1.8.0                                       go-module     
go.uber.org/zap                                                               v1.21.0                                      go-module     
golang.org/x/crypto                                                           v0.14.0                                      go-module     
golang.org/x/exp                                                              v0.0.0-20230713183714-613f0c0eb8a1           go-module     
golang.org/x/mod                                                              v0.11.0                                      go-module     
golang.org/x/net                                                              v0.17.0                                      go-module     
golang.org/x/net                                                              v0.8.0                                       go-module     
golang.org/x/oauth2                                                           v0.1.0                                       go-module     
golang.org/x/oauth2                                                           v0.10.0                                      go-module     
golang.org/x/oauth2                                                           v0.5.0                                       go-module     
golang.org/x/sync                                                             v0.1.0                                       go-module     
golang.org/x/sync                                                             v0.3.0                                       go-module     
golang.org/x/sys                                                              v0.13.0                                      go-module     
golang.org/x/sys                                                              v0.6.0                                       go-module     
golang.org/x/term                                                             v0.13.0                                      go-module     
golang.org/x/text                                                             v0.13.0                                      go-module     
golang.org/x/time                                                             v0.0.0-20220210224613-90d013bbcef8           go-module     
golang.org/x/time                                                             v0.3.0                                       go-module     
google.golang.org/api                                                         v0.93.0                                      go-module     
google.golang.org/genproto                                                    v0.0.0-20220706185917-7780775163c4           go-module     
google.golang.org/genproto                                                    v0.0.0-20230306155012-7f2fa6fef1f4           go-module     
google.golang.org/genproto                                                    v0.0.0-20230711160842-782d3b101e98           go-module     
google.golang.org/genproto/googleapis/api                                     v0.0.0-20230711160842-782d3b101e98           go-module     
google.golang.org/genproto/googleapis/rpc                                     v0.0.0-20230711160842-782d3b101e98           go-module     
google.golang.org/grpc                                                        v1.50.1                                      go-module     
google.golang.org/grpc                                                        v1.53.0                                      go-module     
google.golang.org/grpc                                                        v1.58.3                                      go-module     
google.golang.org/protobuf                                                    v1.27.1                                      go-module     
google.golang.org/protobuf                                                    v1.28.1                                      go-module     
google.golang.org/protobuf                                                    v1.30.0                                      go-module     
google.golang.org/protobuf                                                    v1.31.0                                      go-module     
gopkg.in/inf.v0                                                               v0.9.1                                       go-module     
gopkg.in/square/go-jose.v2                                                    v2.5.1                                       go-module     
gopkg.in/yaml.v2                                                              v2.4.0                                       go-module     
gopkg.in/yaml.v3                                                              v3.0.1                                       go-module     
gpgme                                                                         1.23.2-1                                     alpm          
graceful-fs                                                                   4.2.11                                       npm           
graphite                                                                      1:1.3.14-3                                   alpm          
grep                                                                          3.11-1                                       alpm          
gsettings-desktop-schemas                                                     45.0-1                                       alpm          
gtk-update-icon-cache                                                         1:4.12.4-1                                   alpm          
gtk3                                                                          1:3.24.39-2                                  alpm          
guile                                                                         3.0.9-1                                      alpm          
gzip                                                                          1.13-2                                       alpm          
harfbuzz                                                                      8.3.0-2                                      alpm          
has-unicode                                                                   2.0.1                                        npm           
haskell-aeson                                                                 2.1.2.1-32                                   alpm          
haskell-assoc                                                                 1.0.2-236                                    alpm          
haskell-attoparsec                                                            0.14.4-67                                    alpm          
haskell-base-compat                                                           0.12.2-1                                     alpm          
haskell-base-compat-batteries                                                 0.12.2-70                                    alpm          
haskell-base-orphans                                                          0.8.7-80                                     alpm          
haskell-bifunctors                                                            5.6-47                                       alpm          
haskell-comonad                                                               5.0.8-231                                    alpm          
haskell-contravariant                                                         1.5.5-3                                      alpm          
haskell-data-array-byte                                                       0.1.0.1-41                                   alpm          
haskell-data-fix                                                              0.3.2-95                                     alpm          
haskell-diff                                                                  0.4.1-68                                     alpm          
haskell-distributive                                                          0.6.2.1-202                                  alpm          
haskell-dlist                                                                 1.0-230                                      alpm          
haskell-erf                                                                   2.0.0.0-24                                   alpm          
haskell-fgl                                                                   5.8.2.0-1                                    alpm          
haskell-foldable1-classes-compat                                              0.1-47                                       alpm          
haskell-generically                                                           0.1.1-1                                      alpm          
haskell-ghc-bignum-orphans                                                    0.1.1-1                                      alpm          
haskell-hashable                                                              1.4.3.0-28                                   alpm          
haskell-indexed-traversable                                                   0.1.3-39                                     alpm          
haskell-indexed-traversable-instances                                         0.1.1.2-29                                   alpm          
haskell-integer-logarithms                                                    1.0.3.1-6                                    alpm          
haskell-onetuple                                                              0.3.1-68                                     alpm          
haskell-primitive                                                             0.7.4.0-97                                   alpm          
haskell-quickcheck                                                            2.14.3-44                                    alpm          
haskell-random                                                                1.2.1.1-145                                  alpm          
haskell-regex-base                                                            0.94.0.2-2                                   alpm          
haskell-regex-tdfa                                                            1.3.2.2-29                                   alpm          
haskell-scientific                                                            0.3.7.0-106                                  alpm          
haskell-semialign                                                             1.2.0.1-145                                  alpm          
haskell-semigroupoids                                                         5.3.7-127                                    alpm          
haskell-splitmix                                                              0.1.0.5-8                                    alpm          
haskell-statevar                                                              1.2.2-2                                      alpm          
haskell-strict                                                                0.4.0.1-210                                  alpm          
haskell-tagged                                                                0.8.8-1                                      alpm          
haskell-text-short                                                            0.1.5-72                                     alpm          
haskell-th-abstraction                                                        0.4.5.0-1                                    alpm          
haskell-these                                                                 1.1.1.1-237                                  alpm          
haskell-time-compat                                                           1.9.6.1-90                                   alpm          
haskell-transformers-compat                                                   0.7.2-1                                      alpm          
haskell-unordered-containers                                                  0.2.20-3                                     alpm          
haskell-uuid-types                                                            1.0.5.1-9                                    alpm          
haskell-vector                                                                0.13.1.0-15                                  alpm          
haskell-vector-stream                                                         0.1.0.1-1                                    alpm          
haskell-witherable                                                            0.4.2-86                                     alpm          
hasown                                                                        2.0.0                                        npm           
hicolor-icon-theme                                                            0.17-3                                       alpm          
highway                                                                       1.0.7-1                                      alpm          
hosted-git-info                                                               7.0.1                                        npm           
html5lib                                                                      1.1                                          python        
http-cache-semantics                                                          4.1.1                                        npm           
http-proxy-agent                                                              7.0.0                                        npm           
https-proxy-agent                                                             7.0.2                                        npm           
hwdata                                                                        0.378-1                                      alpm          
hwloc                                                                         2.10.0-1                                     alpm          
iana-etc                                                                      20231117-1                                   alpm          
iconv-lite                                                                    0.6.3                                        npm           
icu                                                                           74.2-1                                       alpm          
idna                                                                          3.6                                          python        
ignore-walk                                                                   6.0.4                                        npm           
imath                                                                         3.1.9-2                                      alpm          
importlib_metadata                                                            5.1.0                                        python        
imurmurhash                                                                   0.1.4                                        npm           
indent-string                                                                 4.0.0                                        npm           
ini                                                                           4.1.1                                        npm           
iniparser                                                                     4.1-4                                        alpm          
init-package-json                                                             6.0.0                                        npm           
installer                                                                     0.7.0                                        python        
ip                                                                            2.0.0                                        npm           
ip-regex                                                                      5.0.0                                        npm           
iproute2                                                                      6.7.0-1                                      alpm          
iptables                                                                      1:1.8.10-1                                   alpm          
iputils                                                                       20231222-2                                   alpm          
is-cidr                                                                       5.0.3                                        npm           
is-core-module                                                                2.13.1                                       npm           
is-fullwidth-code-point                                                       3.0.0                                        npm           
is-lambda                                                                     1.0.1                                        npm           
isexe                                                                         2.0.0                                        npm           
isexe                                                                         3.1.1                                        npm           
iso-codes                                                                     4.16.0-1                                     alpm          
jackspeak                                                                     2.3.6                                        npm           
jansson                                                                       2.14-2                                       alpm          
jaraco.classes                                                                3.3.0                                        python        
jbigkit                                                                       2.1-7                                        alpm          
jeepney                                                                       0.8.0                                        python        
jq                                                                            1.7.1-1                                      alpm          
js                                                                            1.0.0                                        npm           
json-c                                                                        0.17-1                                       alpm          
json-glib                                                                     1.8.0-1                                      alpm          
json-parse-even-better-errors                                                 3.0.1                                        npm           
json-stringify-nice                                                           1.1.4                                        npm           
jsonparse                                                                     1.3.1                                        npm           
jsonschema                                                                    4.20.0                                       python        
jsonschema-specifications                                                     2023.12.1                                    python        
just-diff                                                                     6.0.2                                        npm           
just-diff-apply                                                               5.5.0                                        npm           
k8s.io/api                                                                    v0.26.2                                      go-module     
k8s.io/api                                                                    v0.26.7                                      go-module     
k8s.io/apimachinery                                                           v0.26.2                                      go-module     
k8s.io/apimachinery                                                           v0.26.7                                      go-module     
k8s.io/apiserver                                                              v0.26.2                                      go-module     
k8s.io/apiserver                                                              v0.26.7                                      go-module     
k8s.io/client-go                                                              v0.26.2                                      go-module     
k8s.io/client-go                                                              v0.26.7                                      go-module     
k8s.io/component-base                                                         v0.26.2                                      go-module     
k8s.io/cri-api                                                                v0.27.1                                      go-module     
k8s.io/klog/v2                                                                v2.80.1                                      go-module     
k8s.io/klog/v2                                                                v2.90.1                                      go-module     
k8s.io/kube-openapi                                                           v0.0.0-20221012153701-172d655c2280           go-module     
k8s.io/utils                                                                  v0.0.0-20230220204549-a5ecb0141aa5           go-module     
kbd                                                                           2.6.4-1                                      alpm          
kernel.org/pub/linux/libs/security/libcap/cap                                 v1.2.69                                      go-module     
kernel.org/pub/linux/libs/security/libcap/psx                                 v1.2.69                                      go-module     
keyring                                                                       24.3.0                                       python        
keyutils                                                                      1.6.3-2                                      alpm          
kmod                                                                          31-1                                         alpm          
krb5                                                                          1.21.2-2                                     alpm          
lame                                                                          3.100-4                                      alpm          
lark                                                                          1.1.8                                        python        
lcms2                                                                         2.16-1                                       alpm          
ldns                                                                          1.8.3-2                                      alpm          
libaio                                                                        0.3.113-2                                    alpm          
libarchive                                                                    3.7.2-1                                      alpm          
libassuan                                                                     2.5.6-1                                      alpm          
libasyncns                                                                    1:0.8+r3+g68cd5af-2                          alpm          
libbpf                                                                        1.3.0-1                                      alpm          
libcap                                                                        2.69-3                                       alpm          
libcap-ng                                                                     0.8.4-1                                      alpm          
libcgif                                                                       0.3.2-1                                      alpm          
libcloudproviders                                                             0.3.5-1                                      alpm          
libcolord                                                                     1.4.6-1                                      alpm          
libcups                                                                       1:2.4.7-2                                    alpm          
libdaemon                                                                     0.14-5                                       alpm          
libdatrie                                                                     0.2.13-4                                     alpm          
libdeflate                                                                    1.19-1                                       alpm          
libdrm                                                                        2.4.120-1                                    alpm          
libedit                                                                       20230828_3.1-1                               alpm          
libelf                                                                        0.190-1                                      alpm          
libepoxy                                                                      1.5.10-2                                     alpm          
libevent                                                                      2.1.12-4                                     alpm          
libexif                                                                       0.6.24-2                                     alpm          
libfdt                                                                        1.7.0                                        python        
libffi                                                                        3.4.4-1                                      alpm          
libgcrypt                                                                     1.10.3-1                                     alpm          
libglvnd                                                                      1.7.0-1                                      alpm          
libgpg-error                                                                  1.47-1                                       alpm          
libice                                                                        1.1.1-2                                      alpm          
libidn2                                                                       2.3.4-3                                      alpm          
libimagequant                                                                 4.2.2-2                                      alpm          
libisl                                                                        0.26-1                                       alpm          
libjpeg-turbo                                                                 3.0.1-1                                      alpm          
libksba                                                                       1.6.5-1                                      alpm          
libldap                                                                       2.6.6-2                                      alpm          
libmnl                                                                        1.0.5-1                                      alpm          
libmpc                                                                        1.3.1-1                                      alpm          
libnetfilter_conntrack                                                        1.0.9-1                                      alpm          
libnfnetlink                                                                  1.0.2-1                                      alpm          
libnftnl                                                                      1.2.6-1                                      alpm          
libnghttp2                                                                    1.58.0-1                                     alpm          
libnl                                                                         3.9.0-1                                      alpm          
libnpmaccess                                                                  8.0.2                                        npm           
libnpmdiff                                                                    6.0.5                                        npm           
libnpmexec                                                                    7.0.6                                        npm           
libnpmfund                                                                    5.0.3                                        npm           
libnpmhook                                                                    10.0.1                                       npm           
libnpmorg                                                                     6.0.2                                        npm           
libnpmpack                                                                    6.0.5                                        npm           
libnpmpublish                                                                 9.0.3                                        npm           
libnpmsearch                                                                  7.0.1                                        npm           
libnpmteam                                                                    6.0.1                                        npm           
libnpmversion                                                                 5.0.2                                        npm           
libnsl                                                                        2.0.1-1                                      alpm          
libogg                                                                        1.3.5-1                                      alpm          
libomxil-bellagio                                                             0.9.3-4                                      alpm          
libp11-kit                                                                    0.25.3-1                                     alpm          
libpcap                                                                       1.10.4-1                                     alpm          
libpciaccess                                                                  0.17-1                                       alpm          
libpng                                                                        1.6.40-2                                     alpm          
libproxy                                                                      0.5.3-2                                      alpm          
libpsl                                                                        0.21.2-1                                     alpm          
libpulse                                                                      17.0-1                                       alpm          
librsvg                                                                       2:2.57.1-1                                   alpm          
libsasl                                                                       2.1.28-4                                     alpm          
libseccomp                                                                    2.5.5-2                                      alpm          
libsecret                                                                     0.21.2-1                                     alpm          
libslirp                                                                      4.7.0-1                                      alpm          
libsm                                                                         1.2.4-1                                      alpm          
libsndfile                                                                    1.2.2-2                                      alpm          
libsoup3                                                                      3.4.4-1                                      alpm          
libssh2                                                                       1.11.0-1                                     alpm          
libstemmer                                                                    2.2.0-2                                      alpm          
libsysprof-capture                                                            45.1-1                                       alpm          
libtasn1                                                                      4.19.0-1                                     alpm          
libthai                                                                       0.1.29-3                                     alpm          
libtiff                                                                       4.6.0-2                                      alpm          
libtirpc                                                                      1.3.4-1                                      alpm          
libtool                                                                       2.4.7+4+g1ec8fa28-6                          alpm          
libtraceevent                                                                 1:1.8.2-1                                    alpm          
libtracefs                                                                    1.8.0-1                                      alpm          
libunistring                                                                  1.1-2                                        alpm          
libunwind                                                                     1.7.2-1                                      alpm          
liburing                                                                      2.5-1                                        alpm          
libusb                                                                        1.0.26-2                                     alpm          
libutempter                                                                   1.2.1-4                                      alpm          
libuv                                                                         1.47.0-1                                     alpm          
libva                                                                         2.20.0-1                                     alpm          
libverto                                                                      0.3.2-4                                      alpm          
libvips                                                                       8.15.1-1                                     alpm          
libvorbis                                                                     1.3.7-3                                      alpm          
libwebp                                                                       1.3.2-1                                      alpm          
libx11                                                                        1.8.7-1                                      alpm          
libxau                                                                        1.0.11-2                                     alpm          
libxcb                                                                        1.16-1                                       alpm          
libxcomposite                                                                 0.4.6-1                                      alpm          
libxcrypt                                                                     4.4.36-1                                     alpm          
libxcursor                                                                    1.2.1-3                                      alpm          
libxdamage                                                                    1.1.6-1                                      alpm          
libxdmcp                                                                      1.1.4-2                                      alpm          
libxdp                                                                        1.4.1-2                                      alpm          
libxext                                                                       1.3.5-1                                      alpm          
libxfixes                                                                     6.0.1-1                                      alpm          
libxft                                                                        2.3.8-1                                      alpm          
libxi                                                                         1.8.1-1                                      alpm          
libxinerama                                                                   1.1.5-1                                      alpm          
libxkbcommon                                                                  1.6.0-1                                      alpm          
libxml2                                                                       2.12.3-1                                     alpm          
libxmu                                                                        1.1.4-1                                      alpm          
libxrandr                                                                     1.5.4-1                                      alpm          
libxrender                                                                    0.9.11-1                                     alpm          
libxshmfence                                                                  1.3.2-1                                      alpm          
libxslt                                                                       1.1.39-1                                     alpm          
libxss                                                                        1.2.4-1                                      alpm          
libxt                                                                         1.3.0-1                                      alpm          
libxtst                                                                       1.2.4-1                                      alpm          
libxxf86vm                                                                    1.1.5-1                                      alpm          
libyaml                                                                       0.2.5-2                                      alpm          
libzip                                                                        1.10.1-1                                     alpm          
licenses                                                                      20231215-2                                   alpm          
linux-api-headers                                                             6.4-1                                        alpm          
llvm-libs                                                                     16.0.6-1                                     alpm          
lm_sensors                                                                    1:3.6.0.r41.g31d1f125-2                      alpm          
lockfile                                                                      0.12.2                                       python        
lru-cache                                                                     10.0.1                                       npm           
lru-cache                                                                     10.1.0                                       npm           
lru-cache                                                                     6.0.0                                        npm           
lz4                                                                           1:1.9.4-2                                    alpm          
lzo                                                                           2.10-5                                       alpm          
make                                                                          4.4.1-2                                      alpm          
make-fetch-happen                                                             13.0.0                                       npm           
mariadb-libs                                                                  11.2.2-1                                     alpm          
mesa                                                                          1:23.3.3-1                                   alpm          
minimatch                                                                     9.0.3                                        npm           
minipass                                                                      3.3.6                                        npm           
minipass                                                                      5.0.0                                        npm           
minipass                                                                      7.0.4                                        npm           
minipass-collect                                                              1.0.2                                        npm           
minipass-collect                                                              2.0.1                                        npm           
minipass-fetch                                                                3.0.4                                        npm           
minipass-flush                                                                1.0.5                                        npm           
minipass-json-stream                                                          1.0.1                                        npm           
minipass-pipeline                                                             1.2.4                                        npm           
minipass-sized                                                                1.0.3                                        npm           
minizip                                                                       1:1.3-2                                      alpm          
minizlib                                                                      2.1.2                                        npm           
mkdirp                                                                        1.0.4                                        npm           
more-itertools                                                                10.1.0                                       python        
mpfr                                                                          4.2.1-1                                      alpm          
mpg123                                                                        1.32.4-1                                     alpm          
ms                                                                            2.1.2                                        npm           
ms                                                                            2.1.3                                        npm           
msgpack                                                                       1.0.5                                        python        
mute-stream                                                                   1.0.0                                        npm           
ncurses                                                                       6.4_20230520-1                               alpm          
ndctl                                                                         78-1                                         alpm          
negotiator                                                                    0.6.3                                        npm           
nettle                                                                        3.9.1-1                                      alpm          
node-gyp                                                                      10.0.1                                       npm           
node-gyp                                                                      10.0.1-1                                     alpm          
nodejs                                                                        21.6.0-1                                     alpm          
nodejs-nopt                                                                   7.2.0-1                                      alpm          
nopt                                                                          7.2.0                                        npm           
normalize-package-data                                                        6.0.0                                        npm           
npm                                                                           10.3.0                                       npm           
npm                                                                           10.3.0-1                                     alpm          
npm-audit-report                                                              5.0.0                                        npm           
npm-bundled                                                                   3.0.0                                        npm           
npm-install-checks                                                            6.3.0                                        npm           
npm-normalize-package-bin                                                     3.0.1                                        npm           
npm-package-arg                                                               11.0.1                                       npm           
npm-packlist                                                                  8.0.2                                        npm           
npm-pick-manifest                                                             9.0.0                                        npm           
npm-profile                                                                   9.0.0                                        npm           
npm-registry-fetch                                                            16.1.0                                       npm           
npm-user-validate                                                             2.0.0                                        npm           
npmlog                                                                        7.0.1                                        npm           
npth                                                                          1.6-4                                        alpm          
nspr                                                                          4.35-2                                       alpm          
nss                                                                           3.96.1-1                                     alpm          
numactl                                                                       2.0.16-1                                     alpm          
oniguruma                                                                     6.9.9-1                                      alpm          
openexr                                                                       3.2.1-1                                      alpm          
openmpi                                                                       4.1.6-1                                      alpm          
openpmix                                                                      4.2.6-1                                      alpm          
openssh                                                                       9.6p1-1                                      alpm          
openssl                                                                       3.2.0-1                                      alpm          
opus                                                                          1.4-1                                        alpm          
p-map                                                                         4.0.0                                        npm           
p11-kit                                                                       0.25.3-1                                     alpm          
packaging                                                                     23.2                                         python        
pacman                                                                        6.0.2-8                                      alpm          
pacman-mirrorlist                                                             20231001-1                                   alpm          
pacote                                                                        17.0.5                                       npm           
pam                                                                           1.5.3-3                                      alpm          
pambase                                                                       20230918-1                                   alpm          
pango                                                                         1:1.51.1-1                                   alpm          
parse-conflict-json                                                           3.0.1                                        npm           
path-key                                                                      3.1.1                                        npm           
path-scurry                                                                   1.10.1                                       npm           
pathspec                                                                      0.12.1                                       python        
pciutils                                                                      3.10.0-1                                     alpm          
pcre2                                                                         10.42-2                                      alpm          
perl                                                                          5.38.1-1                                     alpm          
perl-error                                                                    0.17029-5                                    alpm          
perl-image-exiftool                                                           12.70-2                                      alpm          
perl-mailtools                                                                2.21-7                                       alpm          
perl-timedate                                                                 2.33-5                                       alpm          
pexpect                                                                       4.9.0                                        python        
php                                                                           8.3.1-2                                      alpm          
pinentry                                                                      1.2.1-3                                      alpm          
pip                                                                           23.3.2                                       python        
pixman                                                                        0.43.0-1                                     alpm          
pkginfo                                                                       1.9.6                                        python        
platformdirs                                                                  4.1.0                                        python        
ply                                                                           3.11                                         python        
poetry                                                                        1.7.1                                        python        
poetry-core                                                                   1.8.1                                        python        
poetry-plugin-export                                                          1.5.0                                        python        
popt                                                                          1.19-1                                       alpm          
postcss-selector-parser                                                       6.0.15                                       npm           
postgresql-libs                                                               16.1-4                                       alpm          
proc-log                                                                      3.0.0                                        npm           
procps-ng                                                                     4.0.4-2                                      alpm          
promise-all-reject-late                                                       1.0.1                                        npm           
promise-call-limit                                                            1.0.2                                        npm           
promise-inflight                                                              1.0.1                                        npm           
promise-retry                                                                 2.0.1                                        npm           
promzard                                                                      1.0.0                                        npm           
psmisc                                                                        23.6-1                                       alpm          
ptyprocess                                                                    0.7.0                                        python        
pycparser                                                                     2.21                                         python        
pyproject_hooks                                                               1.0.0                                        python        
pyrsistent                                                                    0.19.3                                       python        
python                                                                        3.11.6-1                                     alpm          
python-attrs                                                                  23.1.0-1                                     alpm          
python-build                                                                  1.0.3-1                                      alpm          
python-cachecontrol                                                           1:0.13.1-1                                   alpm          
python-cachy                                                                  0.3.0-9                                      alpm          
python-cffi                                                                   1.16.0-1                                     alpm          
python-charset-normalizer                                                     3.3.2-1                                      alpm          
python-cleo                                                                   2.1.0-1                                      alpm          
python-crashtest                                                              0.4.1-2                                      alpm          
python-cryptography                                                           41.0.7-1                                     alpm          
python-distlib                                                                0.3.8-1                                      alpm          
python-dulwich                                                                0.21.7-1                                     alpm          
python-fastjsonschema                                                         2.19.1-1                                     alpm          
python-filelock                                                               3.13.1-1                                     alpm          
python-html5lib                                                               1.1-13                                       alpm          
python-idna                                                                   3.6-1                                        alpm          
python-importlib-metadata                                                     5.1.0-1                                      alpm          
python-installer                                                              0.7.0-3                                      alpm          
python-jaraco.classes                                                         3.3.0-1                                      alpm          
python-jeepney                                                                0.8.0-2                                      alpm          
python-jsonschema                                                             4.20.0-1                                     alpm          
python-jsonschema-specifications                                              2023.12.1-1                                  alpm          
python-keyring                                                                24.3.0-1                                     alpm          
python-lark-parser                                                            1.1.8-1                                      alpm          
python-lockfile                                                               0.12.2-12                                    alpm          
python-more-itertools                                                         10.1.0-1                                     alpm          
python-msgpack                                                                1.0.5-1                                      alpm          
python-packaging                                                              23.2-1                                       alpm          
python-pathspec                                                               0.12.1-1                                     alpm          
python-pexpect                                                                4.9.0-1                                      alpm          
python-pip                                                                    23.3.2-2                                     alpm          
python-pkginfo                                                                1.9.6-2                                      alpm          
python-platformdirs                                                           4.1.0-1                                      alpm          
python-ply                                                                    3.11-12                                      alpm          
python-poetry                                                                 1.7.1-1                                      alpm          
python-poetry-core                                                            1.8.1-2                                      alpm          
python-poetry-plugin-export                                                   1.5.0-1                                      alpm          
python-ptyprocess                                                             0.7.0-5                                      alpm          
python-pycparser                                                              2.21-5                                       alpm          
python-pyproject-hooks                                                        1.0.0-5                                      alpm          
python-pyrsistent                                                             0.19.3-3                                     alpm          
python-rapidfuzz                                                              3.6.0-1                                      alpm          
python-referencing                                                            0.32.0-1                                     alpm          
python-requests                                                               2.31.0-1                                     alpm          
python-requests-toolbelt                                                      1.0.0-1                                      alpm          
python-rpds-py                                                                0.15.2-1                                     alpm          
python-secretstorage                                                          3.3.3-2                                      alpm          
python-shellingham                                                            1.5.0.post1-4                                alpm          
python-six                                                                    1.16.0-8                                     alpm          
python-tomlkit                                                                0.12.3-1                                     alpm          
python-trove-classifiers                                                      2024.1.8-1                                   alpm          
python-typing_extensions                                                      4.9.0-1                                      alpm          
python-urllib3                                                                1.26.18-1                                    alpm          
python-virtualenv                                                             20.25.0-1                                    alpm          
python-webencodings                                                           0.5.1-10                                     alpm          
python-wheel                                                                  0.42.0-1                                     alpm          
python-yaml                                                                   6.0.1-2                                      alpm          
python-zipp                                                                   3.17.0-1                                     alpm          
qemu-base                                                                     8.2.0-3                                      alpm          
qemu-common                                                                   8.2.0-3                                      alpm          
qemu-img                                                                      8.2.0-3                                      alpm          
qemu-system-x86                                                               8.2.0-3                                      alpm          
qemu-system-x86-firmware                                                      8.2.0-3                                      alpm          
qrcode-terminal                                                               0.12.0                                       npm           
rapidfuzz                                                                     3.6.0                                        python        
read                                                                          2.1.0                                        npm           
read-cmd-shim                                                                 4.0.0                                        npm           
read-package-json                                                             7.0.0                                        npm           
read-package-json-fast                                                        3.0.2                                        npm           
readline                                                                      8.2.007-1                                    alpm          
referencing                                                                   0.32.0                                       python        
requests                                                                      2.31.0                                       python        
requests-toolbelt                                                             1.0.0                                        python        
resenje.org/singleflight                                                      v0.3.0                                       go-module     
retry                                                                         0.12.0                                       npm           
rpds-py                                                                       0.15.2                                       python        
runc                                                                          1.1.11-1                                     alpm          
rust                                                                          1:1.75.0-1                                   alpm          
safer-buffer                                                                  2.1.2                                        npm           
seabios                                                                       1.16.3-1                                     alpm          
sed                                                                           4.9-3                                        alpm          
semver                                                                        7.5.4                                        npm           
semver                                                                        7.5.4-1                                      alpm          
set-blocking                                                                  2.0.0                                        npm           
shadow                                                                        4.14.2-1                                     alpm          
shared-mime-info                                                              2.4-1                                        alpm          
shebang-command                                                               2.0.0                                        npm           
shebang-regex                                                                 3.0.0                                        npm           
shellcheck                                                                    0.9.0-74                                     alpm          
shellingham                                                                   1.5.0.post1                                  python        
signal-exit                                                                   4.1.0                                        npm           
sigs.k8s.io/json                                                              v0.0.0-20220713155537-f223a00ba0e2           go-module     
sigs.k8s.io/structured-merge-diff/v4                                          v4.2.3                                       go-module     
sigs.k8s.io/yaml                                                              v1.3.0                                       go-module     
sigstore                                                                      2.1.0                                        npm           
six                                                                           1.16.0                                       python        
smart-buffer                                                                  4.2.0                                        npm           
snappy                                                                        1.1.10-1                                     alpm          
socks                                                                         2.7.1                                        npm           
socks-proxy-agent                                                             8.0.2                                        npm           
spdx-correct                                                                  3.2.0                                        npm           
spdx-exceptions                                                               2.3.0                                        npm           
spdx-expression-parse                                                         3.0.1                                        npm           
spdx-license-ids                                                              3.0.16                                       npm           
sqlite                                                                        3.44.2-2                                     alpm          
ssri                                                                          10.0.5                                       npm           
stdlib                                                                        go1.21.3                                     go-module     
stdlib                                                                        go1.21.4                                     go-module     
stdlib                                                                        go1.21.5                                     go-module     
stdlib                                                                        go1.21.6                                     go-module     
string-width                                                                  4.2.3                                        npm           
string-width                                                                  5.1.2                                        npm           
strip-ansi                                                                    6.0.1                                        npm           
strip-ansi                                                                    7.1.0                                        npm           
supports-color                                                                9.4.0                                        npm           
systemd                                                                       255.2-2                                      alpm          
systemd-libs                                                                  255.2-2                                      alpm          
systemd-sysvcompat                                                            255.2-2                                      alpm          
tar                                                                           1.35-2                                       alpm          
tar                                                                           6.2.0                                        npm           
text-table                                                                    0.2.0                                        npm           
tiny-relative-date                                                            1.3.0                                        npm           
tomlkit                                                                       0.12.3                                       python        
tpm2-tss                                                                      4.0.1-1                                      alpm          
tracker3                                                                      3.6.0-3                                      alpm          
treeverse                                                                     3.0.0                                        npm           
trove-classifiers                                                             2024.1.9                                     python        
ttf-liberation                                                                2.1.5-1                                      alpm          
tuf-js                                                                        2.1.0                                        npm           
turbojpeg                                                                                                                  java-archive  
typing_extensions                                                             4.9.0                                        python        
tzdata                                                                        2023d-1                                      alpm          
unique-filename                                                               3.0.0                                        npm           
unique-slug                                                                   4.0.0                                        npm           
unzip                                                                         6.0-20                                       alpm          
